@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S29

@attribute word_freq_make numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_data numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_cs numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.24,0.24,0.24,0.24,0.24,0.24,0,0.24,0,0,0,0.15,0.075,0,206,0
0,0,0.09,0,0.27,0,0.18,0.09,0,0,0,0.09,0,0,0,0,0,0,0.09,0.18,0,0,0,0,0.066,0.118,0,0,552,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,1.36,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,14,0
0,0,0.08,0,0.34,0.17,0.08,0,0,0,0,0,0,0,0.08,0,0,2.35,0.26,0.78,0,0,0,0,0.133,0.306,0.053,0,904,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0.286,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0.35,0.71,0,0,0,0,0,0,0,0.17,0,0,0,0.53,0.17,0.17,0.17,0.35,0.17,0,0,0.17,0.17,0,0.123,0.309,0.03,0,204,0
0,0.27,0.13,0,0,0.27,0,0,0.13,0.97,0,0,0,0,0,0,0,0,0,0.55,0,0.13,0,0,0.075,0.025,0,0,598,0
0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,1.44,0,0,0,1.44,0,0,0.48,0,0,0,0,0,338,0
0,0.09,0.04,0,0,0,0.04,0,0.14,0.64,0,0,0,0,0.04,0,0.14,0.04,0.09,0.34,0,0,0,0,0.014,0.148,0,0.007,1223,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,1.92,0,0,0.394,0.098,0.295,0,107,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1.94,1.94,0,0,0.147,0.147,0.294,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,1.72,0,0,0,0,0.265,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.687,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,10,0
0,0,0.16,0,0.08,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0.25,0,0.08,0,0,0.16,0,0.069,0.103,0,0,598,0
0,2.38,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0.84,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0.84,0,0,0,0,0,0,1.26,0,0.145,0.217,0,0,61,0
0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,32,0
0.08,0.48,0,0,0.08,0,0,0,0,0.4,0,0,0,0,0,0,0.16,0.16,0,0.08,0,0,0.24,0,0.011,0.034,0,0,542,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,1.78,0,1.78,0,0,0,0,0,0.319,0,0,55,0
0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0.543,0,0,10,0
0,0.9,0,0,0,0,0,0,0,0.9,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0.318,0,0,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,1.257,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,1.01,0,0.5,0,0.5,3.04,0,0.094,0,0.094,0,63,0
0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0.227,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,1.03,0,0,0,0,3.09,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0.86,0.86,0.86,0,0.86,1.73,0,1.73,0,0,0,0.289,0,0,91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,0,0,0.645,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,1.66,0,0,0,0,0,0,0,0.837,0,0,72,0
0.23,0.23,0.23,0,0.47,0.23,0.23,0,0.23,1.91,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0.11,0.34,0.22,0,0,0,0,0,0,0.22,0,0,0,0.11,0,0,0,0.34,0.11,0.22,0,0,0,0,0.096,0.192,0.08,0,549,0
0.11,0,0,0,0,0,0,0,0,0.23,0,0,0,0.11,0,0,0,0.34,0.11,0,0,0,0,0,0.047,0.159,0.031,0,505,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1.19,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0.08,0,0,0,0,0,0,0,0,0.26,0,0,0,0.08,0,0,0,0.26,0,0,0,0,0,0,0.149,0.162,0.049,0,673,0
0.05,0.3,0,0,0,0,0,0,0,0.15,0,0,0,0.05,0,0,0,0.2,0,0.46,0,0,0.1,0,0.209,0.158,0.05,0,1423,0
0.17,0.17,0.08,0,0,0,0,0,0.08,0.25,0,0,0,0.08,0,0,0,0.34,0,0.68,0,0,0,0,0.157,0.205,0.036,0,715,0
0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.091,0,0,0,46,0
0,0.23,0,0,0.07,0.07,0,0.23,0.07,0,0,0.15,0.07,0,0,0,0,0.15,0,0.15,0,0,0,0,0.185,0.098,0,0,576,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.08,0,0,0,0,0,0,0,0,48,0
0,0.74,0,0,0,1.49,0,0,0,0.74,0,0,0,1.49,2.23,0.74,1.49,0,1.49,0.74,0,0.74,0,0,0,0.557,0.111,0,133,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
1.26,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0.13,0,0.79,0,0,0,0.13,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.061,0,0,372,0
0,0,0,0,0,0.8,0,0,0.26,1.88,0,0,0,1.07,0.26,0.26,0.26,0,0.26,0.53,0,0.53,0.53,0,0.174,0.437,0,0,262,0
0,0.36,0.72,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.114,0,0,110,0
0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.34,0,0,0,0,0,0.34,0,0,0,0,0.172,0,0,84,0
0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.86,0.43,0.43,0.43,0,0.43,0.86,0,0.43,0,0,0,0.13,0.065,1.043,179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0,15,0
0,0,0,0,0,0,0,0,0,1.41,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0.267,0.066,0,375,0
0,0.12,0.02,0,0.02,0.12,0,0,0.02,0.12,0,0,0,0,0,0,0,2.16,0.15,0.68,0.1,0.02,0.02,0,0.037,0.225,0.007,0.003,2458,0
1.23,0,0,0,0,0,0,0,1.23,2.46,0,0,0,1.23,0,0.61,0,0,0,0,0,0,0,0,0,0.226,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,1.54,0,0,0.51,0.51,0,0,0.51,1.03,0,0,0,1.54,0.51,0,0,0,0,0.51,0.51,0,0,0,0,0.158,0,0,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1.75,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,9,0
0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407,96,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.05,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,29,0
0,0.22,0.22,0,0,0.45,0,0,0,0.22,0,0,0,0,0.67,0,0.45,0,0,0,0,0,0,0,0,0,0,0,359,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0.49,0,0,0,0,0,0.228,0,0,106,0
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.64,0,0,0,0,0,0.04,0,0,175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0.306,0,29,0
0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,2.56,2.56,0,2.56,0,0,0,0,0,0,0.881,0,0,40,0
0.77,0.25,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0.51,0,0,0,0.25,0,0,0,0,0,0.117,0,0,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,85,0
0.07,0.03,0.07,0,0,0.22,0,0,0.03,0.56,0,0,0,0,0.11,0.11,0.18,0.03,0.07,0.18,0,0,0,0,0.028,0.078,0,0,1356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,95,0
0.89,1.49,0.29,0,0,0,0,0,0,0.89,0,0,0,0.29,0,0,0,0.29,0,0,0,0,0.59,0,0.325,0.162,0,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0.11,0,0,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,1.07,0,1.43,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0,0,0,0.113,0.113,0,193,0
0,0,0,0,0,1.37,0,0,0,0,0,0,0,1.37,0,0.68,0,0,0,0,0,0,1.37,0,0,0.235,0,0,49,0
0,0,0,0,0,0,0,0,0,1.88,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,43,0
0,0.12,0.12,0,0.12,0,0.12,0,0,0,0,0.25,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.12,0,0,418,0
2,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0.471,0,0,47,0
0,0,0,0,0,0.58,0,0,0.58,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0.195,0,0,41,0
0,0,0,0,0,0.41,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,1.45,0,0,0.329,0,0.365,114,0
0,0,0,0,1.16,1.16,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,0.21,0,0,0,0,0,0.03,0.06,0,0,199,0
0.23,0.23,0.23,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0.47,0,0.23,0,0,0,0,0.107,0.107,0,0,142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0.684,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.92,0.92,1.38,0,0,0.149,0.074,0.149,0,132,0
0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.21,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.084,411,0
0,0,0,0,0,0,0.68,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
0.11,0.55,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0.052,0.156,0.034,0.052,600,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0.21,0,0,0,0,0,0.03,0.06,0,0,198,0
0.75,0,0,0.37,0,0.37,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0.597,0,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0.205,0,0,142,0
0,4.76,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,1.03,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0.072,0,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2.63,1.75,0.87,0,0.87,0.87,0,0.87,0,0,0,0.49,0.122,0,130,0
0.06,0.13,0.13,0,0.13,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0.028,0.085,0,0,665,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0.26,0.52,0.26,0,0.52,0,0,0,0,0,0,0,0,0,0,0.26,0.26,0,0.26,0.26,0,0.52,0,0,0.065,0,0.032,0,115,0
0.13,0.65,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0.188,0.041,0.062,420,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1.17,0,0,0,0,1.17,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.8,0.8,1.6,0,0,0.128,0,0.128,0,83,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0.44,0,0,0,0,0.061,0,230,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
3.03,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0.84,0,0,0.061,0,0,103,0
0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.32,0.65,0.32,0.32,0,0.047,0.094,0.047,0,148,0
0,0,0,0,0,0,0,0,0,0.47,0,0,0,1.88,2.35,1.41,0.47,0,0.47,0.47,0,0.47,0,0,0,0.144,0.072,0,168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,2.53,1.26,0,0,0,0,0,0,0,0,0,0,0,0,51,0
0.11,0.11,0,0,0,0,0,0,0.11,0.22,0,0,0,0.11,0,0,0,0.34,0,0.22,0,0,0,0,0.103,0.177,0.029,0,653,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,1.16,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0.58,0,0,0,0,0.58,0,0,0.203,0,0,112,0
0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0.133,0,0,44,0
0,0,0,0,0,0.63,0,0,0,0.63,0,0,0,1.91,0.63,0.63,0.63,0,0.63,0.63,0,0.63,0,0,0,0.279,0.093,0,105,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,3.84,3.84,3.84,0,3.84,0,0,0,0,0,0,1.092,0,0,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0.54,0,0.54,0,0,0,0.54,0.54,0.54,0.54,0,0.54,0,0,0,0.54,0,0,0.531,0,0,251,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0.21,0,0,0,0,0,0.03,0.06,0,0,201,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,1.31,0,0,0,1.31,0.65,0.65,0.65,0,0.65,0,0,0,0.65,0,0,0.507,0,0,146,0
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.64,0,0,0,0,0,0.04,0,0,156,0
0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.373,0,0,26,0
0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.373,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,1.2,0,1.2,0,0,0,0,0,0,0.57,0,0,37,0
0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0.191,0,0,48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.343,0,0,317,0
0,0.66,0,0,0.33,1.32,0,0.33,0,0.33,0,0,0,0.66,0,0,0,0.33,0,0.99,0,0.33,0.33,0,0.168,0.392,0,0,321,0
0.51,0.17,0.17,0,0,0.17,0,0,0.17,1.03,0,0,0,0.17,0,0,0,0,0,0.34,0,0.17,0.34,0,0.466,0.248,0,0.062,319,0
0,0.1,0.21,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.43,0,0,0,0.1,0,0,0.047,0,0,391,0
0.09,0,0.09,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.09,0,0,0,0,0.026,0.093,0,0,577,0
0,0,0,0,0,0,0,0,0.57,1.73,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.163,0,0,76,0
0.3,0.6,0.3,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,0,0.3,0,0,0,0,0,0,82,0
0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0.267,0.066,0,377,0
0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.96,0,0,0,0,0.067,0.371,0.067,0,319,0
0.23,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.23,0,0,0.068,0,0,89,0
0,0,0,0.68,0,0.68,0,0,0,2.06,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0.072,155,0
0.58,0.19,0.19,0,0,0.19,0,0,0.19,1.16,0,0,0,0,0,0,0,0,0,0.19,0,0,0.38,0,0,0.251,0,0.071,156,0
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.31,0,0,0,0,0.14,0,0,129,0
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.31,0,0,0,0,0.14,0,0,129,0
0,0.64,0,0,0,0,0,0,0,0.21,0,0,0,0.21,0,0,0,2.13,0,0.42,0,0.42,0.21,0,0.238,0.443,0.068,0,260,0
0,0.24,0.49,0,0,0.49,0,0,0,0.49,0,0,0,0,0.74,0,0.49,0,0,0,0,0,0,0,0,0.054,0,0,380,0
0,0.47,0,0.23,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,184,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.224,0,0,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.39,0,0,0,0,0.19,0.19,0.19,0,0.19,0,0,0,0,0.19,0,0.19,0.59,0.39,1.19,0,0.19,0,0,0.28,0.14,0.028,0,311,0
